metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg %ident	# proteins	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Phosphoglycerate kinase (EC 2.7.2.3)	13	-4.92308	82.1662	11	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Phosphoglycerate mutase (EC 5.4.2.1)	3	-5.33333	79.8933	3	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Polyphosphate glucokinase (EC 2.7.1.63)	1	-11	94.59	1	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Pyruvate kinase (EC 2.7.1.40)	6	-0.666667	79.065	6	
4441682.3	Carbohydrates	Sugar alcohols	Erythritol utilization	Predicted erythritol ABC transporter 1, permease component 1	1	2	84.62	1	
4441682.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Erythromycin resistance	Dimethyladenosine transferase (EC 2.1.1.-)	6	0.833333	82.0567	6	
4441682.3	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6 proteins secretion system in Actinobacteria	AAA family ATPase, ESX-1 secretion system component Rv3868	1	-2	61.29	1	
4441682.3	Carbohydrates	Sugar alcohols	Ethanolamine utilization	Acetaldehyde dehydrogenase, ethanolamine utilization cluster	2	-4	77.775	2	
4441682.3	Carbohydrates	Sugar alcohols	Ethanolamine utilization	Acetate kinase (EC 2.7.2.1)	6	-1.66667	71.3533	6	
4441682.3	Carbohydrates	Sugar alcohols	Ethanolamine utilization	Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)	1	-3	66.67	1	
4441682.3	Carbohydrates	Sugar alcohols	Ethanolamine utilization	Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)	1	-8	87.88	1	
4441682.3	Carbohydrates	Sugar alcohols	Ethanolamine utilization	Ethanolamine utilization protein EutA	1	2	63.64	1	
4441682.3	Carbohydrates	Sugar alcohols	Ethanolamine utilization	Phosphate acetyltransferase (EC 2.3.1.8)	4	-3.5	74.025	4	
4441682.3	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	Cadherin-4 precursor	1	2	84.62	1	
4441682.3	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	NADH dehydrogenase subunit 5	1	3	75	1	
4441682.3	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	1	3	100	1	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Exopolysaccharide Biosynthesis	Capsular polysaccharide synthesis enzyme CpsA, sugar transferase	1	-11	90.91	1	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Exopolysaccharide Biosynthesis	Capsular polysaccharide synthesis enzyme CpsD, exopolysaccharide synthesis	3	0.5	85.715	2	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Exopolysaccharide Biosynthesis	Exopolysaccharide biosynthesis transcription antiterminator, LytR family	1	-4	77.78	1	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Exopolysaccharide Biosynthesis	Glycosyl transferase, group 1 family protein	2	1.5	81.2	2	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Exopolysaccharide Biosynthesis	Glycosyl transferase, group 2 family protein	5	-3.8	76.78	5	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Exopolysaccharide Biosynthesis	Lipopolysaccharide cholinephosphotransferase LicD3 (EC 2.7.8.-)	1	0	60	1	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Exopolysaccharide Biosynthesis	Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48)	1	-2	88.89	1	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Exopolysaccharide Biosynthesis	Tyrosine-protein kinase EpsD (EC 2.7.10.2)	2	1.5	78.42	2	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Exopolysaccharide Biosynthesis	Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6)	4	1.25	83.2475	4	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental - Histidine Degradation	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	2	-1	76.725	2	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental - Histidine Degradation	Histidine ammonia-lyase (EC 4.3.1.3)	2	-2.5	82.935	2	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental - Histidine Degradation	Imidazolonepropionase (EC 3.5.2.7)	4	0	77.8775	4	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental - Histidine Degradation	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	6	-5.16667	75.0817	5	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental - Histidine Degradation	N-formylglutamate deformylase (EC 3.5.1.68)	1	2	84.62	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental - Histidine Degradation	Serine hydroxymethyltransferase (EC 2.1.2.1)	14	-4.85714	81.2864	13	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental - Histidine Degradation	Urocanate hydratase (EC 4.2.1.49)	2	-10	87.95	2	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-PTPS	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	1	1	100	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-PTPS	Cell division inhibitor	2	2.5	85.165	2	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-PTPS	COG1565: Uncharacterized conserved protein	1	3	100	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-PTPS	Dihydropteroate synthase (EC 2.5.1.15)	5	-2.2	76.442	5	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-PTPS	GTP cyclohydrolase I (EC 3.5.4.16) type 1	4	-2.75	90.9175	3	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-PTPS	GTP cyclohydrolase I (EC 3.5.4.16) type 2	1	3	80	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-PTPS	Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family	2	0	76.4	2	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-PTPS	Queuosine Biosynthesis QueC ATPase	1	-5	71.43	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-Ubiquinone BiosynthesisVDC	2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-)	1	3	84.62	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-Ubiquinone BiosynthesisVDC	3-demethylubiquinone-9 3-methyltransferase (EC 2.1.1.64)	2	3	100	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-Ubiquinone BiosynthesisVDC	3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)	7	-6.85714	85.6043	3	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-Ubiquinone BiosynthesisVDC	4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.-)	1	-6	67.57	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-Ubiquinone BiosynthesisVDC	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	1	3	75	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-Ubiquinone BiosynthesisVDC	Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	1	3	75	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	Experimental-yggC	Uridine kinase family protein YggC homolog	1	3	100	1	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Extracellular Polysaccharide Biosynthesis of Streptococci	Glycosyl transferase CpsG	1	-5	76.67	1	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Extracellular Polysaccharide Biosynthesis of Streptococci	Polysaccharide biosynthesis protein CpsM(V)	1	-4	78.26	1	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Extracellular Polysaccharide Biosynthesis of Streptococci	Tyrosine-protein kinase EpsD (EC 2.7.10.2)	2	1.5	78.42	2	
4441682.3	Respiration	ATP synthases	F0F1-type ATP synthase	ATP synthase A chain (EC 3.6.3.14)	4	0	76.1325	4	
4441682.3	Respiration	ATP synthases	F0F1-type ATP synthase	ATP synthase alpha chain (EC 3.6.3.14)	9	-7	81.9811	9	
4441682.3	Respiration	ATP synthases	F0F1-type ATP synthase	ATP synthase B chain (EC 3.6.3.14)	3	1	72.4967	3	
4441682.3	Respiration	ATP synthases	F0F1-type ATP synthase	ATP synthase B&#39; chain (EC 3.6.3.14)	1	4	75	1	
4441682.3	Respiration	ATP synthases	F0F1-type ATP synthase	ATP synthase beta chain (EC 3.6.3.14)	10	-5.66667	84.6689	8	
4441682.3	Respiration	ATP synthases	F0F1-type ATP synthase	ATP synthase C chain (EC 3.6.3.14)	2	2.5	76.52	2	
4441682.3	Respiration	ATP synthases	F0F1-type ATP synthase	ATP synthase delta chain (EC 3.6.3.14)	2	3.5	75	2	
4441682.3	Respiration	ATP synthases	F0F1-type ATP synthase	ATP synthase epsilon chain (EC 3.6.3.14)	2	-1	64.81	2	
4441682.3	Respiration	ATP synthases	F0F1-type ATP synthase	ATP synthase gamma chain (EC 3.6.3.14)	3	-1.66667	73.0433	3	
4441682.3	Respiration	ATP synthases	F0F1-type ATP synthase	ATP synthase protein I	2	3.5	95.835	2	
4441682.3	Respiration	ATP synthases	F0F1-type ATP synthase	FIG048548: ATP synthase protein I2	2	3.5	95.835	2	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	12	-0.833333	79.0075	12	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	1	-3	63.33	1	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	2	-5	71.87	2	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	14	-3.5	77.7157	13	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	4	-1	79.73	4	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	3	2.66667	93.3333	3	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	4&#39;-phosphopantetheinyl transferase (EC 2.7.8.-)	1	1	72.22	1	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	7	-2	78.9583	6	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	8	-3.28571	83.3357	7	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Acyl carrier protein	6	-2	72.255	6	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	3	-7	82.3233	3	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Biotin carboxyl carrier protein	2	-6.5	83.175	2	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	2	-6.5	83.175	2	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)	2	1.5	91.175	2	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	4	-5.25	80.35	4	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	3	2.33333	91.1867	3	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	8	-3.875	73.1562	7	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid degradation regulons	2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)	8	-2	72.9013	7	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid degradation regulons	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	8	-0.714286	82.6771	7	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid degradation regulons	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	10	-4.1	85.971	9	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid degradation regulons	Enoyl-CoA hydratase (EC 4.2.1.17)	7	2.71429	79.3329	7	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid degradation regulons	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	26	-1.61538	79.6365	25	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid degradation regulons	Long-chain fatty acid transport protein	2	2	69.32	2	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	6	0.666667	77.975	6	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)	2	3	73.61	2	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	8	-0.714286	82.6771	7	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	Enoyl-CoA hydratase (EC 4.2.1.17)	7	2.71429	79.3329	7	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	26	-1.61538	79.6365	25	
4441682.3	Carbohydrates	Fermentation	Fermentations: Lactate	Acetaldehyde dehydrogenase (EC 1.2.1.10)	4	-7.75	85.6925	4	
4441682.3	Carbohydrates	Fermentation	Fermentations: Lactate	Acetate kinase (EC 2.7.2.1)	6	-1.66667	71.3533	6	
4441682.3	Carbohydrates	Fermentation	Fermentations: Lactate	D-lactate dehydrogenase (EC 1.1.1.28)	4	-5.25	83.2375	4	
4441682.3	Carbohydrates	Fermentation	Fermentations: Lactate	Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)	2	-4.5	76.795	2	
4441682.3	Carbohydrates	Fermentation	Fermentations: Lactate	Phosphate acetyltransferase (EC 2.3.1.8)	4	-3.5	74.025	4	
4441682.3	Carbohydrates	Fermentation	Fermentations: Lactate	Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9)	2	-4.5	76.795	2	
4441682.3	Carbohydrates	Fermentation	Fermentations: Mixed acid	Acetaldehyde dehydrogenase (EC 1.2.1.10)	4	-7.75	85.6925	4	
4441682.3	Carbohydrates	Fermentation	Fermentations: Mixed acid	Acetate kinase (EC 2.7.2.1)	6	-1.66667	71.3533	6	
4441682.3	Carbohydrates	Fermentation	Fermentations: Mixed acid	Alcohol dehydrogenase (EC 1.1.1.1)	10	-3.7	79.889	9	
4441682.3	Carbohydrates	Fermentation	Fermentations: Mixed acid	D-lactate dehydrogenase (EC 1.1.1.28)	4	-5.25	83.2375	4	
4441682.3	Carbohydrates	Fermentation	Fermentations: Mixed acid	Formate efflux transporter (TC 2.A.44 family)	3	-1.66667	72.8367	3	
4441682.3	Carbohydrates	Fermentation	Fermentations: Mixed acid	Phosphate acetyltransferase (EC 2.3.1.8)	4	-3.5	74.025	4	
4441682.3	Carbohydrates	Fermentation	Fermentations: Mixed acid	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	1	3	75	1	
4441682.3	Carbohydrates	Fermentation	Fermentations: Mixed acid	Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)	5	-3.4	74.424	5	
4441682.3	Carbohydrates	Fermentation	Fermentations: Mixed acid	Pyruvate formate-lyase (EC 2.3.1.54)	15	-4.13333	77.4107	15	
4441682.3	Carbohydrates	Fermentation	Fermentations: Mixed acid	Sugar/maltose fermentation stimulation protein homolog	6	-4	92.4017	3	
4441682.3	Iron acquisition and metabolism	Ferrous iron transporter EfeUOB, low-pH-induced	-	Ferrous iron transport periplasmic protein EfeO, contains peptidase-M75 domain and (frequently) cupredoxin-like domain	1	3	75	1	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Chemotaxis protein CheV (EC 2.7.3.-)	1	-2	62.07	1	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY	3	-0.333333	77.8167	3	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellar basal-body rod modification protein FlgD	2	2	61.82	2	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellar biosynthesis protein FlhA	1	3	84.62	1	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellar biosynthesis protein FlhB	1	3	100	1	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellar biosynthesis protein FlhF	2	2.5	80.545	2	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellar L-ring protein FlgH	2	3	95.835	2	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellar motor rotation protein MotA	1	4	100	1	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellar motor rotation protein MotB	1	-8	89.66	1	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellar synthesis regulator FleN	2	-2	100	2	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellin	5	2.6	88.67	5	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellum-specific ATP synthase FliI	2	-3	75.12	2	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	RNA polymerase sigma-54 factor RpoN	6	-1.66667	64.3783	6	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Rrf2 family transcriptional regulator	4	-1.5	67.93	2	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Signal transduction histidine kinase CheA (EC 2.7.3.-)	5	0.8	84.99	5	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum in Campylobacter	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	10	0.666667	79.1322	9	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum in Campylobacter	Flagellin protein FlaA	2	3	92.31	2	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum in Campylobacter	Flagellin protein FlaB	1	2	81.25	1	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar assembly protein FliH	3	3	100	3	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar basal-body rod modification protein FlgD	2	2	61.82	2	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar basal-body rod protein FlgF	1	-2	69.23	1	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar biosynthesis protein FlhA	1	3	84.62	1	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar biosynthesis protein FlhB	1	3	100	1	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar biosynthesis protein FlhF	2	2.5	80.545	2	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar biosynthesis protein FliC	1	4	100	1	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar biosynthesis protein FliL	1	-3	73.08	1	
4441682.3	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar hook-associated protein FlgK	1	-4	64.52	1	
