Feature ID	score	A	B	T	idQM	idQA	idQB	idAB	idQT	LY	LN	LA	RY	RN	RA	div	YN
100737;size=2	0.0329	578268;size=6	958660;size=5	578268;size=6	82.6	81.4	76.4	73.1	81.4	31	16	22	5	2	2	1.2	N
1010343;size=2	0.0343	1500417;size=4	214584;size=6	1500417;size=4	81.9	81.0	79.7	75.5	81.0	6	1	1	23	21	20	0.8	N
1011380;size=2	0.3859	902438;size=6	920257;size=11	902438;size=6	97.0	93.6	90.2	87.2	93.6	16	0	3	10	2	2	3.4	Y
101277;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
101310;size=2	0.0271	254866;size=4	256656;size=36	254866;size=4	92.2	91.4	90.1	90.1	91.4	12	7	12	2	0	0	0.8	N
101868;size=2	0.0884	236255;size=185	220101;size=174	220101;size=174	96.3	94.3	94.7	96.3	94.7	4	0	0	5	0	9	1.6	N
1021984;size=2	0.1002	3469751;size=5	364646;size=8	3469751;size=5	93.5	91.1	88.2	87.4	91.1	15	2	10	9	3	1	2.4	N
102361;size=2	0.0739	143935;size=10	1123601;size=4	1123601;size=4	93.5	82.3	92.6	80.5	92.6	2	0	0	34	8	7	0.9	N
102750;size=2	0.1062	985891;size=21	1061084;size=10	1061084;size=10	92.6	85.2	91.0	84.4	91.0	4	0	1	25	7	10	1.6	N
1035231;size=2	0.1068	698905;size=4	160457;size=43	160457;size=43	97.2	85.1	96.8	85.1	96.8	2	1	0	32	2	4	0.4	N
1035792;size=2	0.0622	958660;size=5	1112326;size=7	1112326;size=7	96.6	91.2	95.8	90.3	95.8	3	1	1	16	3	3	0.8	N
1037355;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1042519;size=2	0.0279	1019850;size=4	579706;size=7	1019850;size=4	76.3	75.1	72.7	73.1	75.1	29	20	34	3	0	4	1.2	N
104669;size=2	0.0812	146942;size=4	940737;size=5	940737;size=5	97.6	89.0	97.2	89.4	97.2	1	0	0	22	1	5	0.4	N
1049833;size=2	0.0166	4314522;size=6	920257;size=11	4314522;size=6	93.6	93.2	91.5	94.5	93.2	7	2	5	2	1	7	0.4	N
1055598;size=2	0.0198	354751;size=5	344575;size=9	354751;size=5	93.5	93.1	90.1	94.4	93.1	10	2	11	1	0	2	0.4	N
1058769;size=2	0.0422	212306;size=9	257620;size=5	212306;size=9	93.7	92.4	91.2	91.2	92.4	11	5	8	3	0	2	1.3	N
1073930;size=2	0.0254	4105145;size=4	268366;size=5	4105145;size=4	84.1	82.5	81.7	79.7	82.5	10	4	8	15	11	16	1.6	N
1075732;size=2	0.0307	246169;size=15	877603;size=6	877603;size=6	92.8	89.8	92.4	89.4	92.4	6	5	7	9	2	3	0.4	N
1075898;size=2	0.0363	1049397;size=6	353729;size=6	1049397;size=6	82.8	82.0	73.2	72.8	82.0	35	12	25	4	2	2	0.8	N
1076709;size=2	0.551	4467177;size=4	829809;size=4	829809;size=4	96.6	90.1	91.8	87.6	91.8	11	0	2	16	1	5	4.7	Y
1083460;size=2	0.0349	335016;size=6	342766;size=13	335016;size=6	92.6	92.2	81.6	79.1	92.2	36	9	9	1	0	0	0.4	N
1089456;size=2	0.0512	765871;size=4	3526330;size=5	3526330;size=5	98.8	92.5	98.3	91.7	98.3	1	0	1	17	2	0	0.4	N
1095269;size=2	0.0968	902438;size=6	985891;size=21	902438;size=6	96.2	93.6	93.2	91.9	93.6	8	1	2	8	2	4	2.5	N
1096310;size=2	0.0609	240142;size=4	338969;size=13	240142;size=4	98.8	98.0	96.7	96.3	98.0	5	0	1	3	1	1	0.8	N
1104621;size=2	0.0273	254514;size=18	4375032;size=4	254514;size=18	93.2	92.8	89.6	91.2	92.8	12	3	10	3	2	2	0.4	N
1104742;size=2	0.1035	238849;size=8	501684;size=5	501684;size=5	95.5	91.0	94.3	92.2	94.3	5	2	2	11	0	7	1.2	N
1104766;size=2	0.1146	578362;size=5	343837;size=5	343837;size=5	96.7	93.1	95.5	92.3	95.5	5	2	5	9	0	1	1.2	N
1104927;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1105149;size=2	0.1119	4135995;size=12	215700;size=9	4135995;size=12	96.7	94.3	94.3	93.5	94.3	8	2	3	6	0	3	2.4	N
1105231;size=2	0.0155	547191;size=5	112952;size=6	112952;size=6	98.7	97.9	98.3	97.1	98.3	2	1	1	3	1	0	0.4	N
1105473;size=2	0.0212	822613;size=5	4403604;size=5	4403604;size=5	90.3	88.7	89.9	93.1	89.9	5	4	15	4	0	5	0.4	N
1105528;size=2	0.0496	2229326;size=4	90773;size=10	90773;size=10	83.2	77.6	80.4	77.6	80.4	11	4	15	20	6	17	2.8	N
1106153;size=2	1.5327	512689;size=7	217784;size=9	512689;size=7	97.9	93.0	81.8	77.3	93.0	39	0	1	14	2	2	5.0	Y
1106162;size=2	0.0225	809886;size=7	2505304;size=8	809886;size=7	87.3	86.9	82.4	86.9	86.9	16	4	24	2	1	2	0.4	N
1106514;size=2	0.0874	112952;size=6	268366;size=5	112952;size=6	83.7	80.7	80.3	74.2	80.7	8	0	2	27	20	16	3.0	N
110756;size=2	0.011	225503;size=10	338969;size=13	338969;size=13	92.1	90.9	91.7	95.9	91.7	2	1	4	5	2	12	0.4	N
1107878;size=2	0.0071	309788;size=4	1109016;size=31	309788;size=4	94.1	93.6	93.2	98.7	93.6	2	0	0	1	0	14	0.4	N
1108124;size=2	0.0467	154519;size=7	556931;size=26	556931;size=26	97.5	90.6	97.1	90.2	97.1	1	0	0	20	3	3	0.4	N
1108733;size=2	0.0171	4348929;size=6	4139697;size=5	4139697;size=5	92.3	89.4	91.9	94.3	91.9	1	0	1	9	2	16	0.4	N
1108762;size=2	0.0405	823630;size=6	571363;size=11	571363;size=11	97.5	95.8	96.7	97.5	96.7	2	0	1	4	0	5	0.8	N
1109235;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1109237;size=2	0.2862	659070;size=4	3022550;size=6	659070;size=4	97.5	94.2	93.4	90.9	94.2	10	0	0	10	2	4	3.3	Y
1109432;size=2	0.0135	4019363;size=12	970732;size=4	970732;size=4	91.6	90.3	91.2	92.0	91.2	4	3	8	6	3	6	0.4	N
1109920;size=2	0.0793	284815;size=14	215700;size=9	284815;size=14	97.5	95.9	95.1	93.4	95.9	9	3	2	4	0	1	1.6	N
1110560;size=2	0.2013	220381;size=28	4423957;size=5	220381;size=28	91.8	89.8	76.7	75.1	89.8	39	2	5	11	6	7	2.0	N
1110562;size=2	0.1402	217710;size=15	895844;size=4	895844;size=4	97.5	93.6	95.3	91.1	95.3	5	0	0	12	3	3	2.1	N
1111118;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1111325;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1111496;size=2	0.0688	217529;size=5	153006;size=16	217529;size=5	96.3	94.7	93.9	93.9	94.7	7	1	1	5	1	6	1.6	N
1111931;size=2	0.0184	663880;size=4	4320239;size=51	663880;size=4	93.2	92.8	89.9	94.5	92.8	10	2	11	1	0	3	0.4	N
1111957;size=2	0.0812	4345036;size=5	251133;size=21	4345036;size=5	99.2	98.3	96.6	96.6	98.3	6	0	2	2	0	0	0.8	N
1112494;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1112777;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1113101;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1113670;size=2	0.0146	1112108;size=16	4349352;size=14	1112108;size=16	96.5	96.1	95.6	96.9	96.1	2	0	2	3	2	4	0.4	N
111386;size=2	0.0201	12061;size=18	4320964;size=6	4320964;size=6	90.5	85.5	90.1	91.3	90.1	1	0	2	16	4	17	0.4	N
1114189;size=2	0.5077	698905;size=4	150977;size=4	698905;size=4	93.9	90.7	81.7	81.3	90.7	32	2	11	8	0	2	3.3	Y
1115188;size=2	0.3236	364101;size=4	940737;size=5	940737;size=5	98.0	91.8	96.3	91.8	96.3	4	0	1	15	0	4	1.6	Y
1115351;size=2	0.0622	830341;size=14	182748;size=9	830341;size=14	89.2	85.8	85.3	83.2	85.8	13	4	10	11	3	8	3.4	N
1116147;size=2	0.0699	818104;size=10	849863;size=5	818104;size=10	89.5	86.7	83.9	79.8	86.7	18	4	9	12	5	8	2.8	N
1118978;size=2	0.2283	364101;size=4	206488;size=4	206488;size=4	92.5	81.2	89.6	80.8	89.6	11	4	3	28	1	10	2.9	N
1120329;size=2	0.0144	927796;size=4	549948;size=19	927796;size=4	88.5	88.0	85.5	88.5	88.0	12	5	15	2	1	6	0.4	N
1120864;size=2	0.0566	4320964;size=6	4302748;size=7	4302748;size=7	92.7	85.1	91.9	83.5	91.9	2	0	0	27	8	10	0.8	N
1121031;size=2	0.1999	873968;size=4	277923;size=4	873968;size=4	89.8	87.3	78.3	81.1	87.3	30	2	10	6	0	13	2.5	N
1126446;size=2	0.0338	713894;size=8	4478864;size=7	713894;size=8	91.2	90.8	89.6	91.2	90.8	4	0	1	9	8	12	0.4	N
1128643;size=2	0.2476	1106111;size=7	4320239;size=51	4320239;size=51	95.0	87.9	92.1	87.9	92.1	8	1	3	18	1	7	2.9	N
1130747;size=2	0.041	4440513;size=4	824904;size=9	824904;size=9	93.0	87.7	92.1	84.2	92.1	8	6	2	17	5	3	0.9	N
1132086;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1132184;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1132244;size=2	0.0316	1110225;size=11	1107143;size=5	1110225;size=11	80.7	77.9	76.7	73.5	77.9	19	9	10	16	9	20	2.8	N
113345;size=2	0.0445	2701319;size=4	317632;size=12	317632;size=12	91.4	85.6	90.5	88.9	90.5	4	2	9	17	3	7	0.8	N
113379;size=2	0.5278	313833;size=4	220620;size=4	220620;size=4	98.7	91.5	96.6	90.6	96.6	5	0	2	17	0	1	2.1	Y
113388;size=2	0.0327	510347;size=6	1143902;size=19	1143902;size=19	96.2	94.1	95.8	95.8	95.8	3	2	3	5	0	4	0.4	N
113469;size=2	0.0497	587754;size=8	1110225;size=11	587754;size=8	93.9	92.7	89.4	88.6	92.7	16	5	8	5	2	0	1.2	N
113476;size=2	0.0446	3587033;size=4	2505304;size=8	2505304;size=8	92.0	86.5	91.1	89.5	91.1	2	0	4	16	3	12	0.8	N
1134930;size=2	0.0187	4361065;size=7	182748;size=9	4361065;size=7	95.3	94.9	92.3	91.9	94.9	12	5	6	1	0	0	0.4	N
1135906;size=2	0.3074	1105075;size=5	365796;size=5	365796;size=5	94.3	87.3	88.9	82.8	88.9	16	3	7	18	1	3	5.3	Y
1136923;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
113711;size=2	0.5339	873968;size=4	2216508;size=27	873968;size=4	92.3	87.5	82.3	79.4	87.5	29	4	15	12	0	0	4.8	Y
113798;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1138310;size=2	0.0541	224058;size=4	3755710;size=12	224058;size=4	85.4	84.2	79.8	78.5	84.2	16	2	9	13	10	15	1.2	N
1139856;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1140351;size=2	0.0935	4363325;size=34	805706;size=4	805706;size=4	80.2	75.9	78.4	78.0	78.4	16	12	33	10	0	1	1.7	N
114037;size=2	0.0954	153163;size=4	753042;size=4	153163;size=4	94.5	91.9	91.5	88.6	91.9	12	5	6	6	0	2	2.5	N
1140830;size=2	0.0104	240142;size=4	338969;size=13	240142;size=4	93.1	92.7	92.2	96.3	92.7	3	1	4	3	2	10	0.4	N
1142418;size=2	0.0463	3469751;size=5	364646;size=8	364646;size=8	87.3	84.0	84.4	87.3	84.4	13	6	9	10	2	14	2.9	N
1143012;size=2	0.0495	4298720;size=12	153324;size=6	4298720;size=12	97.6	97.1	94.7	95.5	97.1	7	0	1	2	1	4	0.4	N
1143296;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1146636;size=2	0.0644	1144790;size=5	587754;size=8	587754;size=8	95.5	90.6	95.1	89.3	95.1	6	5	1	13	1	4	0.4	N
130368;size=2	0.0687	1144696;size=34	4320436;size=4	1144696;size=34	88.8	86.3	84.6	88.8	86.3	12	2	12	7	1	12	2.5	N
130709;size=2	0.0881	161332;size=8	285320;size=7	161332;size=8	84.3	78.3	78.3	72.3	78.3	23	9	15	17	3	10	6.0	N
130872;size=2	0.0688	225376;size=4	583488;size=6	583488;size=6	87.7	81.5	83.7	75.8	83.7	17	8	13	19	5	2	4.0	N
133151;size=2	0.1513	321040;size=5	204899;size=5	204899;size=5	82.9	76.5	78.6	73.1	78.6	10	0	2	28	13	25	4.3	N
133283;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
136158;size=2	0.0629	809886;size=7	225294;size=7	225294;size=7	91.0	87.6	89.3	87.6	89.3	10	6	7	8	0	8	1.7	N
137846;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
137941;size=2	0.0421	171894;size=5	4298720;size=12	4298720;size=12	84.6	78.9	82.6	75.7	82.6	14	9	13	20	6	10	2.0	N
141084;size=2	0.003	1110709;size=5	236255;size=185	1110709;size=5	91.9	91.5	91.5	99.2	91.5	1	0	0	1	0	19	0.4	N
142472;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
144253;size=2	0.1053	1105138;size=11	4375011;size=11	1105138;size=11	94.1	92.8	83.1	81.4	92.8	32	6	5	3	0	3	1.3	N
148731;size=2	0.3508	254116;size=10	248032;size=39	254116;size=10	97.1	92.4	92.4	87.8	92.4	11	0	0	14	3	4	4.6	Y
150587;size=2	0.0553	817479;size=15	236371;size=24	817479;size=15	91.3	90.0	88.0	92.5	90.0	8	0	8	6	3	10	1.2	N
150731;size=2	0.07	219397;size=4	4371080;size=7	219397;size=4	92.7	90.1	90.1	89.2	90.1	6	0	5	11	5	7	2.6	N
150925;size=2	3.9342	225351;size=15	205839;size=116	205839;size=116	99.6	80.4	92.1	72.5	92.1	18	0	0	47	1	0	7.5	Y
151439;size=2	0.058	224590;size=9	4416843;size=4	224590;size=9	94.6	94.2	86.4	86.8	94.2	23	3	7	3	2	1	0.4	N
151986;size=2	0.0246	1107608;size=4	4398984;size=6	4398984;size=6	77.6	74.4	75.2	74.0	75.2	16	10	9	17	9	27	2.4	N
152024;size=2	0.0701	4416965;size=8	4458222;size=114	4416965;size=8	94.5	93.6	85.5	84.3	93.6	25	4	5	3	1	3	0.9	N
152581;size=2	0.1476	583039;size=4	136641;size=4	583039;size=4	96.4	94.3	91.1	89.5	94.3	17	4	4	5	0	1	2.0	N
152964;size=2	0.0466	824674;size=11	810595;size=49	824674;size=11	91.0	89.3	86.9	89.3	89.3	15	5	8	5	1	8	1.6	N
1532107;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
153622;size=2	0.1234	236255;size=185	100320;size=13	100320;size=13	98.4	95.5	97.2	95.9	97.2	3	0	0	7	0	4	1.2	N
153982;size=2	0.1417	4464808;size=8	3587033;size=4	3587033;size=4	88.1	80.9	82.6	78.0	82.6	20	7	3	18	1	17	5.5	N
154229;size=2	0.0725	223696;size=16	255422;size=7	223696;size=16	90.2	88.8	84.3	84.3	88.8	19	2	12	9	5	9	1.4	N
154241;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
154249;size=2	0.0553	4390905;size=6	239594;size=5	239594;size=5	91.9	87.4	90.3	86.2	90.3	5	1	3	17	6	10	1.6	N
154486;size=2	0.029	152533;size=5	809886;size=7	152533;size=5	95.9	95.5	91.0	91.4	95.5	16	4	6	1	0	0	0.4	N
154494;size=2	0.0666	226697;size=26	762252;size=7	762252;size=7	96.7	91.6	95.8	91.2	95.8	2	0	0	15	3	5	0.8	N
1546873;size=2	0.2762	4382279;size=17	219743;size=15	4382279;size=17	96.0	93.2	92.0	93.2	93.2	10	0	8	7	0	2	2.8	N
154909;size=2	0.0369	4332442;size=5	4369698;size=7	4332442;size=5	97.6	97.1	93.9	95.1	97.1	10	1	5	1	0	0	0.4	N
155041;size=2	0.0514	769731;size=13	4298720;size=12	4298720;size=12	97.5	89.4	97.0	89.0	97.0	1	0	0	22	3	3	0.4	N
1554825;size=2	0.0451	239594;size=5	1105389;size=13	239594;size=5	89.5	88.7	83.8	85.0	88.7	20	6	20	2	0	0	0.8	N
156715;size=2	0.016	4304487;size=4	12061;size=18	4304487;size=4	91.0	90.6	87.7	93.0	90.6	11	3	17	1	0	2	0.4	N
156787;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
159666;size=2	0.1919	4395453;size=4	225351;size=15	225351;size=15	92.3	74.9	90.6	76.2	90.6	4	0	5	46	5	8	1.7	N
1603735;size=2	0.0316	2582923;size=10	1107608;size=4	1107608;size=4	90.7	83.5	90.3	81.8	90.3	3	2	0	25	8	12	0.4	N
1614883;size=2	0.0391	2957830;size=28	591157;size=16	2957830;size=28	79.3	78.1	72.3	77.3	78.1	28	11	36	4	1	2	1.2	N
161567;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
163003;size=2	0.0402	4460365;size=19	2505304;size=8	2505304;size=8	90.7	87.9	88.7	87.0	88.7	8	3	2	12	5	13	2.0	N
165444;size=2	0.1142	220997;size=40	224590;size=9	220997;size=40	93.1	91.9	85.4	88.3	91.9	20	1	5	5	2	9	1.2	N
1671566;size=2	0.2113	204899;size=5	830341;size=14	204899;size=5	94.5	94.0	83.8	83.0	94.0	25	0	1	6	5	7	0.4	N
1679817;size=2	0.4144	3587033;size=4	213804;size=36	213804;size=36	94.9	85.5	90.2	81.3	90.2	12	1	0	24	2	9	4.7	Y
168042;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1681528;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1690158;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1732597;size=2	0.234	3580756;size=11	253827;size=11	3580756;size=11	92.6	91.3	75.3	75.8	91.3	41	1	5	5	2	9	1.3	N
1742482;size=2	0.1062	970732;size=4	4317133;size=4	970732;size=4	87.7	84.3	81.3	80.0	84.3	16	1	8	17	9	11	3.4	N
175403;size=2	0.0469	235884;size=8	1106524;size=36	1106524;size=36	83.1	78.1	80.6	79.7	80.6	13	7	14	15	3	16	2.5	N
177302;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1798018;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1815135;size=2	0.0152	220395;size=8	227170;size=10	227170;size=10	92.2	89.8	91.8	94.7	91.8	1	0	1	8	2	16	0.4	N
1854131;size=2	0.3625	217022;size=5	277923;size=4	217022;size=5	89.1	83.3	81.6	76.2	83.3	25	7	19	14	0	0	5.9	Y
18546;size=2	0.0325	809886;size=7	567134;size=24	567134;size=24	87.0	84.0	84.9	84.5	84.9	10	5	6	11	4	16	2.1	N
1857346;size=2	0.1338	206632;size=4	4425887;size=17	4425887;size=17	91.1	80.6	88.2	74.3	88.2	8	1	0	37	12	8	3.0	N
1863166;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1879622;size=2	0.121	4298129;size=7	153163;size=4	4298129;size=7	91.3	89.7	85.1	88.8	89.7	15	0	8	7	3	10	1.7	N
18959;size=2	0.057	4398984;size=6	13180;size=11	13180;size=11	92.3	73.4	91.9	73.8	91.9	1	0	0	55	8	11	0.4	N
1908796;size=2	0.2232	4401794;size=4	940737;size=5	940737;size=5	98.3	90.4	97.5	90.8	97.5	2	0	0	19	0	4	0.8	N
191331;size=2	0.0777	249749;size=10	152949;size=6	249749;size=10	92.5	91.7	82.2	82.6	91.7	31	6	12	2	0	0	0.8	N
192369;size=2	0.0567	205913;size=4	222237;size=5	205913;size=4	97.0	96.6	90.6	92.3	96.6	16	1	6	1	0	0	0.4	N
193226;size=2	0.0509	1109016;size=31	581655;size=9	1109016;size=31	89.5	89.1	79.9	77.8	89.1	28	5	7	7	6	7	0.4	N
1962755;size=2	0.4934	512397;size=4	1112891;size=39	512397;size=4	92.3	83.0	80.0	71.1	83.0	31	2	6	26	4	6	9.4	Y
198274;size=2	0.0385	1118844;size=5	239594;size=5	239594;size=5	86.4	74.0	86.0	78.1	86.0	2	1	6	35	5	21	0.4	N
1995869;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
200619;size=2	0.008	814666;size=16	3489142;size=15	814666;size=16	100.0	99.6	99.6	99.2	99.6	1	0	0	1	0	0	0.4	N
201227;size=2	0.0333	2650177;size=58	698905;size=4	2650177;size=58	91.2	90.8	82.5	80.0	90.8	29	8	11	2	1	1	0.4	N
202096;size=2	0.0444	238922;size=4	212306;size=9	212306;size=9	90.9	87.7	89.7	89.3	89.7	7	4	9	9	1	8	1.2	N
203809;size=2	0.0851	904212;size=4	219743;size=15	904212;size=4	92.9	92.0	82.4	81.9	92.0	28	3	9	5	3	2	0.8	N
203878;size=2	0.0531	683436;size=7	364646;size=8	683436;size=7	88.7	87.9	84.1	84.9	87.9	12	1	7	10	8	11	0.8	N
2040384;size=2	0.0665	4297488;size=5	1106498;size=6	4297488;size=5	98.3	97.9	93.8	92.6	97.9	12	1	0	3	2	1	0.4	N
204335;size=2	0.0307	4472967;size=5	317632;size=12	4472967;size=5	94.4	93.6	91.6	89.6	93.6	15	8	5	2	0	1	0.8	N
204422;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
204721;size=2	1.2784	251962;size=4	4401794;size=4	251962;size=4	99.2	96.4	88.3	86.2	96.4	27	0	0	7	0	2	2.8	Y
205609;size=2	0.0592	4105145;size=4	1110462;size=4	4105145;size=4	83.8	81.4	77.3	83.0	81.4	23	7	20	7	1	12	2.4	N
206149;size=2	0.0307	583039;size=4	364101;size=4	583039;size=4	91.9	91.5	83.1	82.3	91.5	30	8	12	1	0	0	0.4	N
206277;size=2	0.4855	1107608;size=4	579647;size=36	1107608;size=4	91.9	87.0	81.8	78.5	87.0	30	5	15	12	0	0	4.9	Y
206278;size=2	0.0253	112952;size=6	547191;size=5	112952;size=6	95.7	95.3	93.2	97.0	95.3	6	0	10	1	0	0	0.4	N
206405;size=2	0.0413	159617;size=7	224590;size=9	224590;size=9	89.3	85.8	87.1	85.4	87.1	8	3	4	13	5	13	2.1	N
206514;size=2	0.0182	208771;size=6	209508;size=5	209508;size=5	86.3	82.5	85.9	90.2	85.9	2	1	4	11	2	25	0.4	N
206827;size=2	0.0202	218936;size=19	956789;size=11	218936;size=19	93.5	92.7	92.3	95.5	92.7	4	1	1	4	2	12	0.8	N
207104;size=2	0.0299	958660;size=5	2505304;size=8	2505304;size=8	93.1	90.7	92.7	88.7	92.7	8	7	6	8	2	2	0.4	N
207151;size=2	0.0974	581655;size=9	4332442;size=5	4332442;size=5	90.8	83.8	87.1	75.4	87.1	22	13	3	20	3	3	3.8	N
207374;size=2	0.206	4348695;size=5	354751;size=5	354751;size=5	97.6	91.1	95.9	89.8	95.9	4	0	0	18	2	4	1.6	N
207912;size=2	0.0345	904212;size=4	1061084;size=10	1061084;size=10	90.3	86.1	89.5	88.2	89.5	3	1	1	14	4	17	0.8	N
208009;size=2	0.483	4003428;size=4	1053711;size=8	1053711;size=8	99.6	89.9	98.2	89.0	98.2	3	0	1	22	0	0	1.3	Y
208629;size=2	0.0424	247956;size=7	222675;size=4	222675;size=4	78.2	72.6	75.6	76.1	75.6	13	7	20	16	3	21	2.6	N
208997;size=2	0.0205	4364157;size=4	1029;size=11	4364157;size=4	83.5	82.6	81.0	81.4	82.6	12	6	4	12	10	20	0.8	N
209422;size=2	0.0289	221151;size=12	961607;size=8	221151;size=12	89.7	88.5	87.6	86.8	88.5	13	8	14	4	1	1	1.3	N
210607;size=2	0.351	920257;size=11	728339;size=5	920257;size=11	93.2	91.9	80.1	80.9	91.9	31	0	0	7	4	12	1.3	Y
210800;size=2	1.3393	254116;size=10	311567;size=7	311567;size=7	99.6	92.4	92.9	85.3	92.9	16	0	0	18	1	0	6.7	Y
211112;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
211113;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
2127555;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
213063;size=2	0.1038	806958;size=4	253167;size=9	806958;size=4	94.4	92.7	90.6	93.2	92.7	10	1	10	4	0	2	1.7	N
213829;size=2	0.0722	243632;size=10	4441015;size=8	4441015;size=8	89.3	82.5	87.2	82.1	87.2	10	5	7	19	3	10	2.1	N
214099;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
214259;size=2	0.0387	927380;size=8	860839;size=4	927380;size=8	93.5	91.9	91.5	92.7	91.9	7	2	2	6	2	10	1.6	N
214423;size=2	0.0828	146942;size=4	226718;size=35	146942;size=4	97.9	97.5	87.0	87.0	97.5	28	2	3	1	0	0	0.4	N
214620;size=2	0.0794	156895;size=26	4135995;size=12	4135995;size=12	80.5	74.7	75.9	77.6	75.9	17	6	26	16	2	13	4.6	N
214791;size=2	0.0555	343296;size=4	549948;size=19	343296;size=4	97.0	95.7	94.4	92.7	95.7	7	1	4	5	2	0	1.3	N
215297;size=2	0.0621	549948;size=19	1112326;size=7	549948;size=19	97.9	96.2	96.2	94.9	96.2	6	2	0	4	0	3	1.7	N
215379;size=2	0.1285	154220;size=7	204899;size=5	154220;size=7	88.1	84.7	83.8	80.0	84.7	10	0	2	17	9	17	3.4	N
215504;size=2	0.0537	1112326;size=7	248032;size=39	1112326;size=7	99.2	98.8	95.9	96.3	98.8	8	0	1	1	0	1	0.4	N
215528;size=2	0.1535	4397272;size=5	723690;size=20	4397272;size=5	92.1	88.8	80.5	75.5	88.8	34	6	10	11	3	0	3.3	N
215928;size=2	0.0486	243632;size=10	256950;size=4	243632;size=10	86.3	84.5	83.7	88.8	84.5	6	0	4	10	6	22	1.7	N
216349;size=2	0.0449	136773;size=11	4321741;size=6	4321741;size=6	85.3	80.3	83.6	81.1	83.6	4	0	6	24	12	17	1.7	N
217328;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
217392;size=2	0.1624	1104709;size=4	4465496;size=9	1104709;size=4	98.7	97.9	90.3	89.0	97.9	21	1	1	3	1	0	0.8	N
217558;size=2	0.0322	234329;size=4	4302748;size=7	4302748;size=7	87.7	82.4	86.9	84.0	86.9	4	2	3	19	6	19	0.8	N
217650;size=2	0.0345	225503;size=10	1105523;size=8	225503;size=10	97.8	97.4	95.7	93.9	97.4	6	1	0	4	3	1	0.4	N
218213;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
218235;size=2	0.0259	254514;size=18	4319209;size=4	4319209;size=4	89.0	86.8	87.7	86.3	87.7	5	2	1	12	7	15	1.3	N
218894;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
219243;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
219491;size=2	0.2661	902438;size=6	2984686;size=44	902438;size=6	94.0	93.2	68.4	69.7	93.2	62	2	11	2	0	1	0.9	N
2195531;size=2	0.0259	205038;size=4	257620;size=5	257620;size=5	85.5	81.7	84.7	86.4	84.7	6	4	9	12	3	18	0.9	N
219899;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
220564;size=2	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
